SYS_DESCRICAOPARAMETRO                  |CODDESCRICAOPARAMETRO                   |1|CPF/CNPJ OBRIGATORIO|
SYS_PARAMETRO                           |CODPARAMETRO                            |825|EC|747|1|EC_USA_DELETA_CHART|L|NÃO||||||(Memo)|17/05/2011|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |826|EC|748|1|EC_ATUSALDO_ECF|L|SIM||||||(Memo)|26/05/2011|SIM|
SYS_PARAMETRO                           |CODPARAMETRO                            |827|VE|749|1|VE_COMPL_VEICULO|I|3||||1|3|(Memo)|01/06/2011|3|
SYS_PARAMETRO                           |CODPARAMETRO                            |828|GE|750|1|GE_AUDITORIA|L|NÃO||||||(Memo)|02/06/2011|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |829|VE|751|1|VE_DESC100%_DEVOL|I|2||||1|2|(Memo)|16/06/2011|2|
SYS_PARAMETRO                           |CODPARAMETRO                            |830|ES|752|1|ES_MOD_ESPELHO|I|1||||1|2|(Memo)|06/07/2011|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |831|VE|753|1|VE_VINC_VEICULO|L|SIM||||||(Memo)|06/07/2011|SIM|
SYS_PARAMETRO                           |CODPARAMETRO                            |832|GE|754|1|GE_BOLETA_XML|L|NÃO||||||(Memo)|13/07/2011|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |833|ES|755|1|ES_COD_ALTERN_BAL|L|SIM||||||(Memo)|14/07/2011|SIM|
SYS_PARAMETRO                           |CODPARAMETRO                            |834|ES|756|1|ES_PERGUNTAR_SEQ|L|NÃO||||||(Memo)|15/07/2011|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |835|GE|757|1|GE_CAPTURAR_MERC|I|1||||1|2|(Memo)|09/08/2011|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |836|ES|758|1|ES_MERC_SEM_SALDO_NF|I|1||||1|3|(Memo)|15/08/2011|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |837|ES|759|1|ES_GRUPO_USADO|D|0|EST_GRUPO|NOME|CODGRUPO|||(Memo)|15/08/2011|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |838|ES|760|1|ES_PERG_USADA|L|NÃO||||||(Memo)|23/08/2011|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |839|VE|761|1|VE_ZERO_DEVOL|L|NÃO||||||(Memo)|29/08/2011|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |840|VE|762|1|VE_PRC_DEV_ANT|L|SIM||||||(Memo)|29/08/2011|SIM|
SYS_PARAMETRO                           |CODPARAMETRO                            |841|EC|763|1|EC_SO_COM_SALDO|L|NÃO||||||(Memo)|31/08/2011|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |842|VE|764|1|VE_SAIR_ATRASO_NV|L|NÃO||||||(Memo)|05/09/2011|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |843|VE|765|1|VE_DIAS_ATRASO_NV|I|0||||||(Memo)|05/09/2011|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |844|CO|766|1|CO_SEGUNDO_END|D|0|CLF_CLIFORTIPOENDERECO|NOME|CODTIPOENDERECO|||(Memo)|13/09/2011|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |845|VE|767|1|VE_SEP_SAI_DEV|L|SIM||||||(Memo)|03/10/2011|SIM|
SYS_PARAMETRO                           |CODPARAMETRO                            |846|ES|768|1|ES_CONSIG_SUGESTAO|L|NÃO||||||(Memo)|04/10/2011|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |847|VE|769|1|VE_PRAZO_TROCA2|I|0||||||(Memo)|19/10/2011|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |848|EC|770|1|EC_SOMERC_INVENTARIO|L|NÃO||||||(Memo)|01/11/2011|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |849|EC|771|1|EC_SO_PRC_INVENTARIO|L|NÃO||||||(Memo)|01/11/2011|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |850|ES|772|1|ES_OBS_NF_F1|C|DOCUMENTO EMITIDO POR ME OU EPP OPTANTE PELO SIMPLES NACIONAL - NAO GERA DIREITO||||||(Memo)|03/11/2011||
SYS_PARAMETRO                           |CODPARAMETRO                            |851|ES|773|1|ES_OBS_NF_F2|C|A CREDITO FISCAL DE ISS E IPI.||||||(Memo)|03/11/2011||
SYS_PARAMETRO                           |CODPARAMETRO                            |852|ES|774|1|ES_PEDIR_MARKUP_NF|L|NÃO||||||(Memo)|03/11/2011|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |853|VE|775|1|VE_VEN_ABAIXO_PC|L|NÃO||||||(Memo)|09/11/2011|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |854|EM|776|1|EM_MINIMO_PRZ|R|0||||||(Memo)|09/11/2011|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |855|CO|777|1|CO_CARTA_VLR_MIN|R|0||||||(Memo)|10/11/2011|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |856|CO|778|1|CO_CARTA_AUTOMATICA|I|1||||1|2|(Memo)|10/11/2011|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |857|CL|779|1|CL_CLA_CLI_DATA|C|01/01/01||||||(Memo)|11/11/2011|01/01/01|
SYS_PARAMETRO                           |CODPARAMETRO                            |858|CL|780|1|CL_CLA_CLI_PERFIL|D|0|USR_PERFIL|NOME|CODPERFIL|||(Memo)|11/11/2011|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |859|VE|781|1|VE_FATURAR_FECHA|L|NÃO||||||(Memo)|23/12/2011|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |860|ES|782|1|ES_NF_PRINOME|L|NÃO||||||(Memo)|23/12/2011|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |861|ES|783|1|ES_TIPO_ACERTOBAL|I|1||||1|2|(Memo)|03/01/2012|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |862|CL|784|1|CL_PREFEITURA|D|-1|CLF_CLASSIFICACAO|NOME|CODCLASSIFICACAOCF|||(Memo)|17/02/2012|-1|
SYS_PARAMETRO                           |CODPARAMETRO                            |863|CO|785|1|CO_CONFERENTE|I|1||||1|4|(Memo)|13/03/2012|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |864|CL|786|1|CL_ATUALIZAR_LIMITE|L|NÃO||||||(Memo)|16/03/2012|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |865|CL|787|1|CL_PERC_DF|R|40||||||(Memo)|16/03/2012|40|
SYS_PARAMETRO                           |CODPARAMETRO                            |866|CL|788|1|CL_PERC_MAN10|R|5||||||(Memo)|16/03/2012|5|
SYS_PARAMETRO                           |CODPARAMETRO                            |867|CL|789|1|CL_PERC_MAN10+|R|10||||||(Memo)|16/03/2012|10|
SYS_PARAMETRO                           |CODPARAMETRO                            |868|CL|790|1|CL_PERC_LIM_SALDO|R|60||||||(Memo)|16/03/2012|60|
SYS_PARAMETRO                           |CODPARAMETRO                            |869|CL|791|1|CL_LIM_MESES|R|4||||||(Memo)|16/03/2012|4|
SYS_PARAMETRO                           |CODPARAMETRO                            |870|CO|792|1|CO_RECIBO|I|1||||1|3|(Memo)|22/03/2012|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |871|ES|793|1|ES_BASE_SLD_GRADE|L|NÃO||||||(Memo)|26/03/2012|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |872|VE|794|1|VE_OBS_RESP_MAIUSC|L|NÃO||||||(Memo)|27/03/2012|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |873|CP|795|1|CP_VERIFICACAO_OPC|I|1||||1|3|(Memo)|27/03/2012|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |874|CP|796|1|CP_VERIFICACAO_BLOQ|L|NÃO||||||(Memo)|27/03/2012|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |875|CP|797|1|CP_PC_ADDMENSALID|D|-1|GER_PLANOCONTA|NOME|CODPLANOCONTA|||(Memo)|27/03/2012|-1|
SYS_PARAMETRO                           |CODPARAMETRO                            |876|ES|798|1|ES_CODPADRAO_IPI|D|52|EST_IPI|DESCRICAO|CODIPI|||(Memo)|02/04/2012|52|
SYS_PARAMETRO                           |CODPARAMETRO                            |877|ES|799|1|ES_CODPADRAO_COFINS|D|1|EST_COFINS|DESCRICAO|CODCOFINS|||(Memo)|02/04/2012|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |878|ES|800|1|ES_CODPADRAO_PIS|D|1|EST_PIS|DESCRICAO|CODPIS|||(Memo)|02/04/2012|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |879|VE|810|1|VE_ZERO_DEVOL_ENC|L|SIM||||||(Memo)|17/04/2012|SIM|
SYS_PARAMETRO                           |CODPARAMETRO                            |880|ES|811|1|ES_NFE_EMISSOR|C|-||||||(Memo)|19/04/2012|-|
SYS_PARAMETRO                           |CODPARAMETRO                            |881|TR|812|1|TR_PED_DESC_BC|L|NÃO||||||(Memo)|19/04/2012|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |882|TR|813|1|TR_PED_DESC_TXADM|L|NÃO||||||(Memo)|19/04/2012|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |883|GE|814|1|GE_TAM_CODPADRAO|I|20||||10|30|(Memo)|19/04/2012|20|
SYS_PARAMETRO                           |CODPARAMETRO                            |884|VE|815|1|VE_CARTAO_COMAVISTA|L|NÃO||||||(Memo)|28/05/2012|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |885|ES|816|1|ES_ATU_PRC_PRO|L|NÃO||||||(Memo)|01/06/2012|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |886|ES|817|1|ES_NFE_CONTING|C|999||||||(Memo)|03/07/2012|999|
SYS_PARAMETRO                           |CODPARAMETRO                            |887|VE|818|1|VE_PEDIR_DADOSVEIC|L|NÃO||||||(Memo)|17/07/2012|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |888|VE|819|1|VE_DEV_TESTEATIVA|L|SIM||||||(Memo)|01/08/2012|SIM|
SYS_PARAMETRO                           |CODPARAMETRO                            |889|VE|820|1|VE_MANTER_ULT_TEC|L|NÃO||||||(Memo)|13/09/2012|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |890|LO|821|1|LO_CP_REMETENTE|C|-||||||(Memo)|07/11/2012|-|
SYS_PARAMETRO                           |CODPARAMETRO                            |891|LO|822|1|LO_CP_DESTINATARIO|C|-||||||(Memo)|07/11/2012|-|
SYS_PARAMETRO                           |CODPARAMETRO                            |892|LO|824|1|LO_CNPJ|C|00000000000000||||||(Memo)|07/11/2012|00000000000000|
SYS_PARAMETRO                           |CODPARAMETRO                            |893|LO|823|1|LO_RAZAOSOCIAL|C|-||||||(Memo)|07/11/2012|-|
SYS_PARAMETRO                           |CODPARAMETRO                            |894|LO|825|1|LO_INTERCAMBIO|C|CON31||||||(Memo)|07/11/2012|CON31|
SYS_PARAMETRO                           |CODPARAMETRO                            |895|LO|826|1|LO_PASTA|P|C:\||||||(Memo)|07/11/2012|C:\|
SYS_PARAMETRO                           |CODPARAMETRO                            |896|LO|827|1|LO_FILIAL_EMISSORA|C|GOVAL||||||(Memo)|07/11/2012|GOVAL|
SYS_PARAMETRO                           |CODPARAMETRO                            |897|LO|828|1|LO_SERIE_CTE|C|-||||||(Memo)|07/11/2012|-|
SYS_PARAMETRO                           |CODPARAMETRO                            |898|LO|829|1|LO_CNPJ_EMBARC|C|99999999999999||||||(Memo)|07/11/2012|99999999999999|
SYS_PARAMETRO                           |CODPARAMETRO                            |899|LO|830|1|LO_NOME_BANCO|C|NOME DO BANCO||||||(Memo)|13/11/2012|NOME DO BANCO|
SYS_PARAMETRO                           |CODPARAMETRO                            |900|LO|831|1|LO_AGENCIA|C|1234||||||(Memo)|13/11/2012|1234|
SYS_PARAMETRO                           |CODPARAMETRO                            |901|LO|832|1|LO_DIG_AGENCIA|C|1||||||(Memo)|13/11/2012|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |902|LO|833|1|LO_CC|C|1234567890||||||(Memo)|13/11/2012|1234567890|
SYS_PARAMETRO                           |CODPARAMETRO                            |903|LO|834|1|LO_DIG_CC|C|12||||||(Memo)|13/11/2012|12|
SYS_PARAMETRO                           |CODPARAMETRO                            |904|VE|835|1|VE_TEMPOEXTRA|R|1||||||(Memo)|03/01/2013|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |905|CX|836|1|CX_CAIXA_COM_FC|L|NÃO||||||(Memo)|16/01/2013|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |906|CX|837|1|CX_FC_TRANF|D|-1|CNT_TIPOFLUXOCAIXA|NOME|CODFLUXOCAIXA|||(Memo)|23/01/2013|-1|
SYS_PARAMETRO                           |CODPARAMETRO                            |907|CX|838|1|CX_FC_DEPOSITO|D|-1|CNT_TIPOFLUXOCAIXA|NOME|CODFLUXOCAIXA|||(Memo)|23/01/2013|-1|
SYS_PARAMETRO                           |CODPARAMETRO                            |908|CX|839|1|CX_FC_SAQUE|D|-1|CNT_TIPOFLUXOCAIXA|NOME|CODFLUXOCAIXA|||(Memo)|23/01/2013|-1|
SYS_PARAMETRO                           |CODPARAMETRO                            |909|CX|840|1|CX_PENDENTE|L|SIM||||||(Memo)|23/01/2013|SIM|
SYS_PARAMETRO                           |CODPARAMETRO                            |910|CX|841|1|CX_FC_RECEBIMENTO|D|-1|CNT_TIPOFLUXOCAIXA|NOME|CODFLUXOCAIXA|||(Memo)|23/01/2013|-1|
SYS_PARAMETRO                           |CODPARAMETRO                            |911|CO|842|1|CO_PEDIR_NUMCARTAO|L|NÃO||||||(Memo)|23/01/2013|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |912|VE|843|1|VE_MSG_ORC1|C|||||||(Memo)|07/03/2013||
SYS_PARAMETRO                           |CODPARAMETRO                            |913|VE|844|1|VE_MSG_ORC2|C|||||||(Memo)|07/03/2013||
SYS_PARAMETRO                           |CODPARAMETRO                            |914|VE|845|1|VE_MSG_ORC3|C|||||||(Memo)|07/03/2013||
SYS_PARAMETRO                           |CODPARAMETRO                            |915|ES|847|1|ES_PERG_DUPLICA|L|SIM||||||(Memo)|15/03/2013|SIM|
SYS_PARAMETRO                           |CODPARAMETRO                            |916|CX|848|1|CX_FC_DEVOLUCAO|D|-1|CNT_TIPOFLUXOCAIXA|NOME|CODFLUXOCAIXA|||(Memo)|08/04/2013|-1|
SYS_PARAMETRO                           |CODPARAMETRO                            |917|ES|849|1|ES_MANTER_PV_MAIOR|L|SIM||||||(Memo)|14/05/2013|SIM|
SYS_PARAMETRO                           |CODPARAMETRO                            |918|VE|850|1|VE_PARAR_CHEQUE|L|NÃO||||||(Memo)|22/05/2013|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |919|VE|851|1|VE_CTACXACT_RAPIDA|D|4|CXA_CAIXA|NOME|CODCAIXA|||(Memo)|22/05/2013|-1|
SYS_PARAMETRO                           |CODPARAMETRO                            |920|VE|852|1|VE_CTACXACH_RAPIDA|D|3|CXA_CAIXA|NOME|CODCAIXA|||(Memo)|22/05/2013|-1|
SYS_PARAMETRO                           |CODPARAMETRO                            |921|GE|853|1|GE_PROCEDIMENTO|L|NÃO||||||(Memo)|09/06/2013|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |922|VE|854|1|VE_EXIBIR_MEDICAO|L|NÃO||||||(Memo)|13/06/2013|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |923|CX|855|1|CX_ACESSORIO|D|5|CXA_CAIXA|NOME|CODCAIXA|||(Memo)|26/06/2013|-1|
SYS_PARAMETRO                           |CODPARAMETRO                            |924|CX|856|26|CX_TX_CARTAO|R|0||||||(Memo)|26/06/2013|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |925|CO|857|1|CO_TOT_REC|I|1||||1|2|(Memo)|24/07/2013|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |926|CE|858|1|CE_CEDENTE|C|9999/999999-9||||||(Memo)|31/07/2013|9999/999999-9|
SYS_PARAMETRO                           |CODPARAMETRO                            |927|CE|325|1|CE_CNPJ|C|00.000.000/0000-00||||||(Memo)|31/07/2013|00.000.000/0000-00|
SYS_PARAMETRO                           |CODPARAMETRO                            |928|CE|332|1|CE_RAZAO|C|NOME DA EMPRESA||||||(Memo)|31/07/2013|NOME DA EMPRESA|
SYS_PARAMETRO                           |CODPARAMETRO                            |929|CP|859|1|CP_PERC_MENSALIDADE|R|0||||||(Memo)|02/08/2013|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |930|CO|860|1|CO_ALTVAL_ACORDO|L|SIM||||||(Memo)|19/08/2013|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |931|CE|861|1|CE_PEDIRFORMA|L|NÃO||||||(Memo)|04/09/2013|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |932|VE|862|1|VE_SEP_DEV_INC|L|NÃO||||||(Memo)|02/10/2013|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |933|MT|863|1|MT_PISCOF|R|3,65||||||(Memo)|23/10/2013|3,65|
SYS_PARAMETRO                           |CODPARAMETRO                            |934|GE|864|1|GE_NFSE|L|NÃO||||||(Memo)|01/11/2013|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |935|ES|865|1|ES_PASTA_NFSE|P|C:\NFSE.TXT||||||(Memo)|01/11/2013|C:\NFSE.TXT|
SYS_PARAMETRO                           |CODPARAMETRO                            |936|ES|866|1|ES_ALIQ_SIMPLES|R|0||||||(Memo)|01/11/2013|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |937|CX|867|1|CX_HIS_ACEITO|C|*||||||(Memo)|11/11/2013|*|
SYS_PARAMETRO                           |CODPARAMETRO                            |938|VE|868|1|VE_COMISSAO_GER|R|1,20||||||(Memo)|20/11/2013|1,20|
SYS_PARAMETRO                           |CODPARAMETRO                            |939|CE|869|1|CE_NUMREMESSA|I|1||||||(Memo)|24/01/2014|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |940|CE|872|1|CE_ESPECIE|C|01||||||(Memo)|24/01/2014|01|
SYS_PARAMETRO                           |CODPARAMETRO                            |941|CE|870|1|CE_AGENCIA|C|00000||||||(Memo)|24/01/2014|00000|
SYS_PARAMETRO                           |CODPARAMETRO                            |942|CE|871|1|CE_DIGAGENCIA|C|0||||||(Memo)|24/01/2014|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |943|CE|873|1|CE_CODBAIXA|C|2||||||(Memo)|24/01/2014|2|
SYS_PARAMETRO                           |CODPARAMETRO                            |944|CE|874|1|CE_DIASBAIXA|I|0||||||(Memo)|24/01/2014|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |945|CE|875|1|CE_MODALIDADE|C|14||||||(Memo)|24/01/2014|14|
SYS_PARAMETRO                           |CODPARAMETRO                            |946|CE|876|1|CE_FORMA|C|1||||||(Memo)|24/01/2014|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |947|CE|877|1|CE_EMISSAO|C|2||||||(Memo)|24/01/2014|2|
SYS_PARAMETRO                           |CODPARAMETRO                            |948|CE|878|1|CE_POSTAGEM|C|0||||||(Memo)|24/01/2014|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |949|CE|879|1|CE_TIPOSERVICO|C|01||||||(Memo)|24/01/2014|01|
SYS_PARAMETRO                           |CODPARAMETRO                            |950|CE|880|1|CE_SIGCB|L|NÃO||||||(Memo)|24/01/2014|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |951|CE|881|1|CE_ACEITE|C|A||||||(Memo)|24/01/2014|A|
SYS_PARAMETRO                           |CODPARAMETRO                            |952|CE|882|1|CE_TIPOREMESSA|I|1||||||(Memo)|25/01/2014|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |953|ST|364|1|ST_CXA_COBRANCA|D|-1|CXA_CAIXA|NOME|CODCAIXA|||(Memo)|05/02/2014|-1|
SYS_PARAMETRO                           |CODPARAMETRO                            |954|ST|363|1|ST_HIS_COBRANCA|C|CRÉDITO COBRANÇA||||||(Memo)|05/02/2014|CRÉDITO COBRANÇA|
SYS_PARAMETRO                           |CODPARAMETRO                            |955|BD|883|1|BD_EMITE|I|2||||1|2|(Memo)|24/02/2014|2|
SYS_PARAMETRO                           |CODPARAMETRO                            |956|BD|884|1|BD_MENSAGEM_ADIC|L|NÃO||||||(Memo)|27/02/2014|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |957|VE|885|1|VE_PEDIR_TIPODOC|L|NÃO||||||(Memo)|10/04/2014|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |958|ST|348|1|ST_PROTESTO|I|0||||||(Memo)|17/04/2014|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |959|ST|886|1|ST_JUROS|R|0||||||(Memo)|17/04/2014|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |960|ST|887|1|ST_TIPOJUROS|I|0||||||(Memo)|17/04/2014|2|
SYS_PARAMETRO                           |CODPARAMETRO                            |961|ST|888|1|ST_BAIXA|I|0||||||(Memo)|17/04/2014|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |962|ST|889|1|ST_CARTEIRA|I|2||||||(Memo)|17/04/2014|2|
SYS_PARAMETRO                           |CODPARAMETRO                            |963|ST|418|1|ST_BANCO|D|-1|CLF_BANCO|NOME|CODBANCO|||(Memo)|17/04/2014|-1|
SYS_PARAMETRO                           |CODPARAMETRO                            |964|ST|55|1|ST_CAMINHOTXTBOLETA|P|C:\||||||(Memo)|17/04/2014|C:\|
SYS_PARAMETRO                           |CODPARAMETRO                            |965|ST|22|1|ST_MULTA|R|0||||||(Memo)|17/04/2014|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |966|ST|349|1|ST_NOSSONUM|C|000000000001||||||(Memo)|17/04/2014|000000000001|
SYS_PARAMETRO                           |CODPARAMETRO                            |967|CL|890|1|CL_SEMCOMISSAO|D|-1|CLF_CLASSIFICACAO|NOME|CODCLASSIFICACAOCF|||(Memo)|23/04/2014|-1|
SYS_PARAMETRO                           |CODPARAMETRO                            |968|VE|891|1|VE_TIPOPRECO_LUCRO|I|1||||1|2|(Memo)|21/05/2014|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |969|VE|892|1|VE_IMP_PESQUISA|L|NÃO||||||(Memo)|26/05/2014|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |970|VE|893|1|VE_IMP_CUPOM|L|NÃO||||||(Memo)|26/05/2014|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |971|VE|894|1|VE_ESPACO_CARNE|I|1||||||(Memo)|27/05/2014|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |972|CE|896|1|CE_IMP_IMAGEM|L|NÃO||||||(Memo)|27/03/2014|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |973|CE|895|1|CE_PASTA_IMAGEM|P|C:\IMAGEM.JPG||||||(Memo)|27/03/2014|C:\IMAGEM.JPG|
SYS_PARAMETRO                           |CODPARAMETRO                            |974|CE|897|1|CE_ESTICA_IMAGEM|L|NÃO||||||(Memo)|27/03/2014|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |975|CL|898|1|CL_END_OBRIG|L|NÃO||||||(Memo)|12/08/2014|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |976|CL|899|1|CL_FONE_OBRIG|L|NÃO||||||(Memo)|12/08/2014|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |977|GU|900|1|GU_SETOR_MOT|D|1|USR_SETOR|CODSETOR|NOME|||(Memo)|12/09/2014|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |978|VE|901|1|VE_FATURAR_IMPRIME|L|NÃO||||||(Memo)|12/09/2014|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |979|VE|902|1|VE_IMP_OBS_NVPEQ|L|NÃO||||||(Memo)|12/09/2014|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |980|VE|903|1|VE_PROMISSORIA_TAM|I|1||||1|2|(Memo)|12/09/2014|1|
SYS_PARAMETRO                           |CODPARAMETRO                            |981|BD|896|1|BD_IMP_IMAGEM|L|NÃO||||||(Memo)|18/09/2014|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |982|BD|895|1|BD_PASTA_IMAGEM|P|C:\IMAGEM.JPG||||||(Memo)|18/09/2014|C:\IMAGEM.JPG|
SYS_PARAMETRO                           |CODPARAMETRO                            |983|BD|897|1|BD_ESTICA_IMAGEM|L|NÃO||||||(Memo)|18/09/2014|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |984|BD|321|1|BD_DIGAGENCIA|I|0||||||(Memo)|19/09/2014|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |985|BD|68|1|BD_ANTECIPACAO|R|0||||||(Memo)|19/09/2014|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |986|BD|905|1|BD_PERC_DESCONTO|R|0||||||(Memo)|19/09/2014|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |987|BD|906|1|BD__DESC_ATE_NDIAS|I|0||||||(Memo)|19/09/2014|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |988|BD|22|1|BD_MULTA|R|0||||||(Memo)|19/09/2014|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |989|ES|907|1|ES_CLASSIFICACAO_F6|C|*||||||(Memo)|25/09/2014|*|
SYS_PARAMETRO                           |CODPARAMETRO                            |990|ES|908|1|ES_TP_PADRAO|D|1|EST_CLASSIFICACAO|DESCRICAO|CODCLASSIFICACAOMER|||(Memo)|25/09/2014|-1|
SYS_PARAMETRO                           |CODPARAMETRO                            |991|VE|909|1|VE_OS_CLIOBRIGATORIO|L|NÃO||||||(Memo)|25/09/2014|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |992|VE|910|1|VE_PERFIL1_NVATIVA|D|-1|USR_PERFIL|NOME|CODPERFIL|||(Memo)|25/09/2014|-1|
SYS_PARAMETRO                           |CODPARAMETRO                            |993|VE|911|1|VE_PERFIL2_NVATIVA|D|-1|USR_PERFIL|NOME|CODPERFIL|||(Memo)|25/09/2014|-1|
SYS_PARAMETRO                           |CODPARAMETRO                            |994|VE|912|1|VE_PERFIL3_NVATIVA|D|-1|USR_PERFIL|NOME|CODPERFIL|||(Memo)|25/09/2014|-1|
SYS_PARAMETRO                           |CODPARAMETRO                            |995|VE|913|1|VE_MSG_VEICULO|L|NÃO||||||(Memo)|26/09/2014|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |996|GE|914|1|GE_NOMESINTEGRA|L|NÃO||||||(Memo)|30/10/2014|NÃO|
SYS_PARAMETRO                           |CODPARAMETRO                            |997|VE|915|1|VE_CAMPANHA|C|PROMOÇÃO DE NATAL||||||(Memo)|29/11/2014|PROMOÇÃO DE NATAL|
SYS_PARAMETRO                           |CODPARAMETRO                            |998|VE|916|1|VE_VALORCAMPANHA|R|0||||||(Memo)|29/11/2014|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |999|ES|917|1|EC_PERC_PRECO_NFE|R|0||||||(Memo)|10/12/2014|0|
SYS_PARAMETRO                           |CODPARAMETRO                            |1000|CO|918|1|CO_CLASSIF1|D|-1|CNT_CLASSIFICACAO|NOME|CODCLASSIFICACAO|||(Memo)|16/12/2014|-1|
SYS_PARAMETRO                           |CODPARAMETRO                            |1001|CO|919|1|CO_CLASSIF2|D|-1|CNT_CLASSIFICACAO|NOME|CODCLASSIFICACAO|||(Memo)|16/12/2014|-1|
